Date,AMZN Close Price,Date,TSLA Close Price,Date,PYPL Close Price,Date,NFLX Close Price,Date,INTC Close Price,Date,CMCSA Close Price,Date,CSCO Close Price,Date,QCOM Close Price,Date,CHTR Close Price,Date,SBUX Close Price,Date,ADSK Close Price,Date,BIIB Close Price,Date,ILMN Close Price,Date,JD Close Price,Date,EBAY Close Price,Date,BIDU Close Price,Date,MELI Close Price,Date,WDC Close Price,Date,DOCU Close Price,Date,EXC Close Price,Date,IDXX Close Price,Date,ALGN Close Price,Date,CTSH Close Price,Date,DXCM Close Price,Date,NTES Close Price,Date,ZM Close Price,Date,MRNA Close Price,Date,XEL Close Price,Date,ANSS Close Price,Date,DLTR Close Price,Date,INCY Close Price,Date,VRSN Close Price,Date,SIRI Close Price,Date,TTWO Close Price,Date,SWKS Close Price,Date,TTD Close Price,Date,AEP Close Price,Date,WBA Close Price,Date,MTCH Close Price,Date,FOXA Close Price,Date,FOX Close Price,Date,OKTA Close Price,Date,TCOM Close Price,Date,PTON Close Price,Date,BMRN Close Price,Date,EXPE Close Price,Date,MKTX Close Price
2021-01-04,159.3314971923828,2021-01-04,243.2566680908203,2021-01-04,231.9199981689453,2021-01-04,522.8599853515625,2021-01-04,45.504310607910156,2021-01-04,46.957130432128906,2021-01-04,40.502254486083984,2021-01-04,139.01063537597656,2021-01-04,647.030029296875,2021-01-04,97.03307342529297,2021-01-04,296.8399963378906,2021-01-04,242.9499969482422,2021-01-04,367.760009765625,2021-01-04,82.95768737792969,2021-01-04,48.84600067138672,2021-01-04,216.8000030517578,2021-01-04,1640.0,2021-01-04,52.22999954223633,2021-01-04,222.41000366210938,2021-01-04,26.5570125579834,2021-01-04,491.7699890136719,2021-01-04,526.4600219726562,2021-01-04,75.89849090576172,2021-01-04,89.43499755859375,2021-01-04,92.5958251953125,2021-01-04,359.9800109863281,2021-01-04,111.7300033569336,2021-01-04,60.0771484375,2021-01-04,357.6700134277344,2021-01-04,106.94000244140625,2021-01-04,86.44999694824219,2021-01-04,213.5800018310547,2021-01-04,5.675809383392334,2021-01-04,201.85000610351562,2021-01-04,141.96788024902344,2021-01-04,77.34300231933594,2021-01-04,73.12645721435547,2021-01-04,35.55596160888672,2021-01-04,149.9199981689453,2021-01-04,27.68018341064453,2021-01-04,27.208702087402344,2021-01-04,250.6699981689453,2021-01-04,33.5,2021-01-04,145.9600067138672,2021-01-04,86.30000305175781,2021-01-04,131.3699951171875,2021-01-04,548.2721557617188
2021-01-05,160.92550659179688,2021-01-05,245.0366668701172,2021-01-05,234.91000366210938,2021-01-05,520.7999877929688,2021-01-05,46.365478515625,2021-01-05,46.676963806152344,2021-01-05,40.52067947387695,2021-01-05,142.6895294189453,2021-01-05,636.5900268554688,2021-01-05,97.35306549072266,2021-01-05,301.70001220703125,2021-01-05,246.38999938964844,2021-01-05,374.8999938964844,2021-01-05,91.76947784423828,2021-01-05,49.348690032958984,2021-01-05,214.0,2021-01-05,1650.0,2021-01-05,53.060001373291016,2021-01-05,228.5,2021-01-05,26.518310546875,2021-01-05,497.260009765625,2021-01-05,543.6500244140625,2021-01-05,76.1183090209961,2021-01-05,92.1875,2021-01-05,97.21891784667969,2021-01-05,360.8299865722656,2021-01-05,109.18000030517578,2021-01-05,59.491554260253906,2021-01-05,359.8299865722656,2021-01-05,107.12999725341797,2021-01-05,85.87000274658203,2021-01-05,206.5,2021-01-05,5.7402024269104,2021-01-05,204.74000549316406,2021-01-05,147.22386169433594,2021-01-05,78.85399627685547,2021-01-05,73.02780151367188,2021-01-05,35.349830627441406,2021-01-05,150.2899932861328,2021-01-05,28.290281295776367,2021-01-05,27.788118362426758,2021-01-05,249.5500030517578,2021-01-05,34.25,2021-01-05,148.52999877929688,2021-01-05,85.9000015258789,2021-01-05,137.13999938964844,2021-01-05,539.9620361328125
2021-01-06,156.91900634765625,2021-01-06,251.9933319091797,2021-01-06,226.8300018310547,2021-01-06,500.489990234375,2021-01-06,46.81438446044922,2021-01-06,47.21863555908203,2021-01-06,40.907649993896484,2021-01-06,141.52874755859375,2021-01-06,624.510009765625,2021-01-06,98.0589370727539,2021-01-06,302.8699951171875,2021-01-06,247.75,2021-01-06,376.54998779296875,2021-01-06,84.73541259765625,2021-01-06,50.47736358642578,2021-01-06,203.97000122070312,2021-01-06,1571.97998046875,2021-01-06,53.40999984741211,2021-01-06,223.85000610351562,2021-01-06,27.3826847076416,2021-01-06,483.6000061035156,2021-01-06,540.3900146484375,2021-01-06,76.59613037109375,2021-01-06,93.9800033569336,2021-01-06,99.17152404785156,2021-01-06,344.4100036621094,2021-01-06,116.26000213623047,2021-01-06,60.809112548828125,2021-01-06,349.8999938964844,2021-01-06,112.97000122070312,2021-01-06,84.30999755859375,2021-01-06,199.50999450683594,2021-01-06,5.997776508331299,2021-01-06,201.52999877929688,2021-01-06,149.28668212890625,2021-01-06,74.06099700927734,2021-01-06,73.61072540283203,2021-01-06,36.95585632324219,2021-01-06,148.80999755859375,2021-01-06,30.754688262939453,2021-01-06,30.12973403930664,2021-01-06,239.72000122070312,2021-01-06,33.59000015258789,2021-01-06,143.75999450683594,2021-01-06,87.73999786376953,2021-01-06,143.4199981689453,2021-01-06,531.0283813476562
2021-01-07,158.10800170898438,2021-01-07,272.0133361816406,2021-01-07,235.0399932861328,2021-01-07,508.8900146484375,2021-01-07,47.81296920776367,2021-01-07,47.31201934814453,2021-01-07,41.42359161376953,2021-01-07,145.7505340576172,2021-01-07,629.77001953125,2021-01-07,97.26834869384766,2021-01-07,315.20001220703125,2021-01-07,250.44000244140625,2021-01-07,382.4100036621094,2021-01-07,84.4855728149414,2021-01-07,50.32561111450195,2021-01-07,207.88999938964844,2021-01-07,1597.969970703125,2021-01-07,54.7400016784668,2021-01-07,239.02999877929688,2021-01-07,27.111759185791016,2021-01-07,495.19000244140625,2021-01-07,558.3599853515625,2021-01-07,77.36065673828125,2021-01-07,96.79000091552734,2021-01-07,107.0968246459961,2021-01-07,342.5,2021-01-07,115.08999633789062,2021-01-07,59.61966323852539,2021-01-07,365.0199890136719,2021-01-07,114.75,2021-01-07,90.05000305175781,2021-01-07,200.0,2021-01-07,5.905786037445068,2021-01-07,208.00999450683594,2021-01-07,153.23336791992188,2021-01-07,76.3030014038086,2021-01-07,71.64669799804688,2021-01-07,38.871070861816406,2021-01-07,152.86000061035156,2021-01-07,29.726652145385742,2021-01-07,28.951744079589844,2021-01-07,250.8300018310547,2021-01-07,33.20000076293945,2021-01-07,154.0,2021-01-07,90.69000244140625,2021-01-07,142.2899932861328,2021-01-07,535.0518798828125
2021-01-08,159.13499450683594,2021-01-08,293.3399963378906,2021-01-08,242.4600067138672,2021-01-08,510.3999938964844,2021-01-08,47.318260192871094,2021-01-08,48.13386917114258,2021-01-08,41.51573181152344,2021-01-08,146.63050842285156,2021-01-08,634.3800048828125,2021-01-08,99.45183563232422,2021-01-08,319.8500061035156,2021-01-08,252.5399932861328,2021-01-08,379.6099853515625,2021-01-08,87.96416473388672,2021-01-08,51.67243194580078,2021-01-08,240.25,2021-01-08,1719.0,2021-01-08,51.81999969482422,2021-01-08,244.5399932861328,2021-01-08,27.22787094116211,2021-01-08,513.2000122070312,2021-01-08,570.530029296875,2021-01-08,78.31631469726562,2021-01-08,97.02249908447266,2021-01-08,109.66202545166016,2021-01-08,349.6099853515625,2021-01-08,112.75,2021-01-08,60.16863250732422,2021-01-08,374.6600036621094,2021-01-08,112.97000122070312,2021-01-08,93.83000183105469,2021-01-08,202.44000244140625,2021-01-08,5.436634540557861,2021-01-08,210.42999267578125,2021-01-08,153.9869384765625,2021-01-08,79.58100128173828,2021-01-08,71.00995635986328,2021-01-08,38.82813262939453,2021-01-08,151.7899932861328,2021-01-08,28.909984588623047,2021-01-08,28.367538452148438,2021-01-08,253.1199951171875,2021-01-08,33.75,2021-01-08,158.8800048828125,2021-01-08,89.86000061035156,2021-01-08,144.02000427246094,2021-01-08,537.8576049804688
2021-01-11,155.7104949951172,2021-01-11,270.39666748046875,2021-01-11,237.5,2021-01-11,499.1000061035156,2021-01-11,47.21748352050781,2021-01-11,48.11518859863281,2021-01-11,41.79213333129883,2021-01-11,146.13436889648438,2021-01-11,641.1300048828125,2021-01-11,98.44481658935547,2021-01-11,317.80999755859375,2021-01-11,267.5199890136719,2021-01-11,372.4800109863281,2021-01-11,86.84947204589844,2021-01-11,51.15077209472656,2021-01-11,219.5500030517578,2021-01-11,1761.550048828125,2021-01-11,51.560001373291016,2021-01-11,240.9600067138672,2021-01-11,27.002099990844727,2021-01-11,506.54998779296875,2021-01-11,557.0399780273438,2021-01-11,76.58657836914062,2021-01-11,92.66000366210938,2021-01-11,104.52204895019531,2021-01-11,337.7099914550781,2021-01-11,117.26000213623047,2021-01-11,58.92427062988281,2021-01-11,373.3299865722656,2021-01-11,112.43000030517578,2021-01-11,93.31999969482422,2021-01-11,199.14999389648438,2021-01-11,5.464232921600342,2021-01-11,206.5399932861328,2021-01-11,152.6399688720703,2021-01-11,77.92900085449219,2021-01-11,70.65123748779297,2021-01-11,40.96664047241211,2021-01-11,151.89999389648438,2021-01-11,29.14057731628418,2021-01-11,28.444156646728516,2021-01-11,252.1999969482422,2021-01-11,33.11000061035156,2021-01-11,152.33999633789062,2021-01-11,81.23999786376953,2021-01-11,142.9600067138672,2021-01-11,529.7033081054688
2021-01-12,156.04150390625,2021-01-12,283.14666748046875,2021-01-12,237.63999938964844,2021-01-12,494.25,2021-01-12,48.774906158447266,2021-01-12,46.70498275756836,2021-01-12,42.188316345214844,2021-01-12,144.58045959472656,2021-01-12,621.489990234375,2021-01-12,96.76954650878906,2021-01-12,320.1300048828125,2021-01-12,267.3900146484375,2021-01-12,361.2799987792969,2021-01-12,85.08135223388672,2021-01-12,53.15203857421875,2021-01-12,239.4499969482422,2021-01-12,1810.0899658203125,2021-01-12,49.900001525878906,2021-01-12,262.6499938964844,2021-01-12,27.14401626586914,2021-01-12,496.7300109863281,2021-01-12,552.8800048828125,2021-01-12,76.10874938964844,2021-01-12,90.0425033569336,2021-01-12,102.84703826904297,2021-01-12,356.80999755859375,2021-01-12,124.55000305175781,2021-01-12,58.00930404663086,2021-01-12,373.2699890136719,2021-01-12,114.18000030517578,2021-01-12,94.30999755859375,2021-01-12,198.5800018310547,2021-01-12,5.409038066864014,2021-01-12,199.14999389648438,2021-01-12,148.9947052001953,2021-01-12,80.55999755859375,2021-01-12,69.80824279785156,2021-01-12,41.18993377685547,2021-01-12,153.57000732421875,2021-01-12,28.602535247802734,2021-01-12,27.946142196655273,2021-01-12,256.1400146484375,2021-01-12,32.65999984741211,2021-01-12,156.0399932861328,2021-01-12,81.12000274658203,2021-01-12,140.9499969482422,2021-01-12,515.0511474609375
2021-01-13,158.29449462890625,2021-01-13,284.8033447265625,2021-01-13,244.89999389648438,2021-01-13,507.7900085449219,2021-01-13,52.17375564575195,2021-01-13,46.84506607055664,2021-01-13,41.79213333129883,2021-01-13,147.36065673828125,2021-01-13,618.010009765625,2021-01-13,96.8354263305664,2021-01-13,314.3299865722656,2021-01-13,266.6700134277344,2021-01-13,362.0,2021-01-13,86.90714263916016,2021-01-13,52.83904266357422,2021-01-13,236.94000244140625,2021-01-13,1798.18994140625,2021-01-13,49.470001220703125,2021-01-13,255.85000610351562,2021-01-13,27.608455657958984,2021-01-13,497.5799865722656,2021-01-13,551.1400146484375,2021-01-13,76.080078125,2021-01-13,90.63749694824219,2021-01-13,102.46416473388672,2021-01-13,364.6300048828125,2021-01-13,124.05999755859375,2021-01-13,59.48241424560547,2021-01-13,375.5799865722656,2021-01-13,112.47000122070312,2021-01-13,92.73999786376953,2021-01-13,199.39999389648438,2021-01-13,5.418236255645752,2021-01-13,199.5,2021-01-13,148.72152709960938,2021-01-13,78.54499816894531,2021-01-13,70.08625030517578,2021-01-13,42.0316047668457,2021-01-13,155.02000427246094,2021-01-13,28.785085678100586,2021-01-13,28.07064437866211,2021-01-13,256.6000061035156,2021-01-13,32.97999954223633,2021-01-13,167.4199981689453,2021-01-13,81.94000244140625,2021-01-13,140.61000061035156,2021-01-13,522.494140625
2021-01-14,156.37350463867188,2021-01-14,281.6666564941406,2021-01-14,242.05999755859375,2021-01-14,500.8599853515625,2021-01-14,54.28086853027344,2021-01-14,46.303401947021484,2021-01-14,41.59864807128906,2021-01-14,150.57147216796875,2021-01-14,623.0900268554688,2021-01-14,95.8283920288086,2021-01-14,311.1099853515625,2021-01-14,280.2900085449219,2021-01-14,371.0400085449219,2021-01-14,85.7540054321289,2021-01-14,52.421722412109375,2021-01-14,249.0,2021-01-14,1852.530029296875,2021-01-14,50.369998931884766,2021-01-14,250.25,2021-01-14,27.466543197631836,2021-01-14,488.8999938964844,2021-01-14,554.6400146484375,2021-01-14,76.50057983398438,2021-01-14,88.0199966430664,2021-01-14,100.2818374633789,2021-01-14,383.239990234375,2021-01-14,129.72000122070312,2021-01-14,58.155696868896484,2021-01-14,369.04998779296875,2021-01-14,109.97000122070312,2021-01-14,92.04000091552734,2021-01-14,195.6999969482422,2021-01-14,5.36304235458374,2021-01-14,195.47000122070312,2021-01-14,148.80628967285156,2021-01-14,77.52999877929688,2021-01-14,70.69607543945312,2021-01-14,42.35796356201172,2021-01-14,149.0500030517578,2021-01-14,30.043710708618164,2021-01-14,29.057090759277344,2021-01-14,259.1099853515625,2021-01-14,33.0,2021-01-14,165.25,2021-01-14,81.36000061035156,2021-01-14,144.1699981689453,2021-01-14,498.8790588378906
2021-01-15,155.21249389648438,2021-01-15,275.38665771484375,2021-01-15,239.7899932861328,2021-01-15,497.9800109863281,2021-01-15,52.75093078613281,2021-01-15,45.47220993041992,2021-01-15,41.85662841796875,2021-01-15,147.0517120361328,2021-01-15,628.9099731445312,2021-01-15,96.30838775634766,2021-01-15,308.510009765625,2021-01-15,275.8399963378906,2021-01-15,376.3500061035156,2021-01-15,84.3414306640625,2021-01-15,52.563987731933594,2021-01-15,238.8699951171875,2021-01-15,1851.780029296875,2021-01-15,51.209999084472656,2021-01-15,249.27999877929688,2021-01-15,27.96968650817871,2021-01-15,489.4599914550781,2021-01-15,567.22998046875,2021-01-15,76.68212890625,2021-01-15,88.55000305175781,2021-01-15,100.57857513427734,2021-01-15,384.5299987792969,2021-01-15,129.64999389648438,2021-01-15,59.43665313720703,2021-01-15,364.2799987792969,2021-01-15,108.33999633789062,2021-01-15,90.55999755859375,2021-01-15,195.27000427246094,2021-01-15,5.335444927215576,2021-01-15,196.27999877929688,2021-01-15,143.17356872558594,2021-01-15,78.53600311279297,2021-01-15,72.16686248779297,2021-01-15,42.01442337036133,2021-01-15,150.85000610351562,2021-01-15,30.25508689880371,2021-01-15,29.104978561401367,2021-01-15,252.99000549316406,2021-01-15,33.130001068115234,2021-01-15,157.80999755859375,2021-01-15,82.97000122070312,2021-01-15,140.69000244140625,2021-01-15,509.5174865722656
